"yyyymmdd","Mkt-RF","SMB","HML","RF"
"19600129",   -3.12,   -0.24,   -0.08,   0.083
"19600205",    0.63,   -0.76,   -0.51,   0.072
"19600212",   -0.77,    0.23,    0.57,   0.072
"19600219",    1.33,    0.01,   -0.68,   0.072
"19600226",    0.07,    1.06,   -0.80,   0.072
"19600304",   -2.85,   -0.34,   -1.66,   0.087
"19600311",   -0.59,    0.30,    0.27,   0.087
"19600318",    1.37,    0.15,   -0.53,   0.087
"19600325",    1.61,   -1.02,   -0.46,   0.087
"19600401",   -1.01,    0.44,   -1.16,   0.049
"19600408",    1.59,   -0.65,   -0.40,   0.049
"19600414",    0.04,    0.08,   -0.73,   0.049
"19600422",   -1.61,    0.73,   -0.40,   0.049
"19600429",   -1.90,    0.20,   -0.57,   0.049
"19600506",    0.80,   -0.22,   -0.99,   0.068
"19600513",    1.19,    0.61,   -0.83,   0.068
"19600520",    0.94,   -0.48,    0.36,   0.068
"19600527",   -0.03,    1.44,   -1.18,   0.068
"19600603",    0.86,   -1.05,   -0.55,   0.060
"19600610",    3.03,   -1.03,    0.58,   0.060
"19600617",   -0.70,    1.06,   -1.15,   0.060
"19600624",    0.34,   -0.36,    1.04,   0.060
"19600701",   -1.02,    0.96,   -1.02,   0.033
"19600708",    0.51,   -0.53,    0.66,   0.033
"19600715",   -2.25,    0.18,    1.26,   0.033
"19600722",   -2.29,    0.24,    0.78,   0.033
"19600729",    1.45,   -0.66,   -0.38,   0.033
"19600805",   -0.06,   -0.10,    0.04,   0.041
"19600812",    2.28,    0.19,    0.49,   0.041
"19600819",    0.82,    0.02,   -0.32,   0.041
"19600826",    0.97,    0.03,    0.36,   0.041
"19600902",   -0.92,    1.03,   -0.96,   0.039
"19600909",   -1.57,   -0.16,    0.58,   0.039
"19600916",   -1.81,   -0.46,    0.40,   0.039
"19600923",   -2.26,    0.04,    0.10,   0.039
"19600930",   -0.61,   -0.78,    0.65,   0.039
"19601007",    0.81,   -1.09,    0.51,   0.054
"19601014",    1.45,   -0.90,    0.59,   0.054
"19601021",   -2.86,   -0.15,    1.24,   0.054
"19601028",    0.02,   -1.42,    0.25,   0.054
"19601104",    2.73,   -1.13,    0.25,   0.033
"19601111",    1.79,    0.59,   -1.00,   0.033
"19601118",    0.18,   -0.14,   -0.68,   0.033
"19601125",    0.81,    0.45,   -1.38,   0.033
"19601202",   -1.19,    0.87,   -0.09,   0.039
"19601209",    2.34,   -0.57,   -0.26,   0.039
"19601216",    1.15,    0.12,   -0.92,   0.039
"19601223",    0.31,   -0.55,    0.27,   0.039
"19601230",    1.06,   -0.97,    0.51,   0.039
"19610106",    0.69,    1.24,    1.85,   0.047
"19610113",    1.86,    0.46,    1.17,   0.047
"19610120",    0.76,    0.54,    0.83,   0.047
"19610127",    1.86,   -1.04,   -0.25,   0.047
"19610203",    1.71,    0.24,   -0.27,   0.036
"19610210",   -0.70,    1.44,    0.52,   0.036
"19610217",    1.13,    0.90,    0.56,   0.036
"19610224",    1.31,    0.72,   -1.11,   0.036
"19610303",    1.73,    0.29,   -1.29,   0.051
"19610310",   -0.37,    1.46,   -0.38,   0.051
"19610317",    1.79,    0.28,   -0.48,   0.051
"19610324",   -0.28,    0.05,    1.11,   0.051
"19610330",    0.97,    1.04,   -0.38,   0.051
"19610407",    1.27,   -0.65,    0.46,   0.044
"19610414",    0.63,   -0.01,    0.00,   0.044
"19610421",   -0.82,    1.25,    0.67,   0.044
"19610428",   -0.78,   -0.47,    0.96,   0.044
"19610505",    1.90,    0.29,    0.26,   0.044
"19610512",    0.17,    1.45,   -0.51,   0.044
"19610519",    1.15,   -0.80,    0.74,   0.044
"19610526",   -0.95,    1.29,   -0.01,   0.044
"19610602",    0.27,   -0.77,   -0.83,   0.050
"19610609",   -0.10,   -0.89,    0.02,   0.050
"19610616",   -2.24,   -0.38,   -0.53,   0.050
"19610623",   -0.13,   -0.88,    0.29,   0.050
"19610630",   -0.82,    0.15,    0.66,   0.050
"19610707",    1.69,    0.30,   -0.62,   0.046
"19610714",   -0.85,   -0.84,    0.66,   0.046
"19610721",   -0.77,   -0.68,   -0.23,   0.046
"19610728",    2.65,   -0.57,    0.11,   0.046
"19610804",    1.54,   -0.74,    0.37,   0.035
"19610811",    0.87,   -0.56,   -0.66,   0.035
"19610818",    0.39,   -0.19,    0.35,   0.035
"19610825",   -0.86,   -0.35,    0.22,   0.035
"19610901",    0.92,    0.11,   -0.75,   0.042
"19610908",   -0.59,   -0.99,    0.12,   0.042
"19610915",   -0.50,    0.25,   -0.31,   0.042
"19610922",   -1.36,   -0.61,    0.78,   0.042
"19610929",    0.08,    0.01,   -0.88,   0.042
"19611006",    1.74,   -0.46,    0.28,   0.046
"19611013",    0.10,   -0.08,    0.33,   0.046
"19611020",    0.54,   -0.56,   -0.06,   0.046
"19611027",   -0.21,   -0.64,   -0.25,   0.046
"19611103",    1.68,   -0.23,    0.09,   0.039
"19611110",    2.38,    0.45,   -0.98,   0.039
"19611117",    0.84,    0.14,   -0.99,   0.039
"19611124",    0.40,    0.44,    0.55,   0.039
"19611201",    0.03,   -0.05,    0.84,   0.047
"19611208",    0.31,   -0.79,    0.62,   0.047
"19611215",   -0.24,   -0.60,    0.30,   0.047
"19611222",   -1.51,    0.71,    0.89,   0.047
"19611229",    0.69,   -0.55,    0.21,   0.047
"19620105",   -2.73,    1.13,    2.52,   0.060
"19620112",   -0.04,    0.30,    0.68,   0.060
"19620119",   -1.18,    1.00,    0.76,   0.060
"19620126",   -0.94,   -0.01,    0.51,   0.060
"19620202",    2.30,   -1.35,    0.71,   0.050
"19620209",    1.17,   -0.06,   -0.23,   0.050
"19620216",    0.12,    0.18,    0.72,   0.050
"19620223",   -0.62,   -0.35,    0.43,   0.050
"19620302",    0.05,    0.06,   -0.19,   0.051
"19620309",    0.35,    0.46,   -0.82,   0.051
"19620316",    0.74,   -0.29,   -0.36,   0.051
"19620323",   -0.74,    0.18,   -0.14,   0.051
"19620330",   -1.29,   -0.24,    0.11,   0.051
"19620406",   -1.17,   -0.27,    0.26,   0.056
"19620413",   -1.61,   -0.62,    0.23,   0.056
"19620419",    1.13,   -0.34,    0.43,   0.056
"19620427",   -3.39,    0.21,   -0.28,   0.056
"19620504",   -0.11,   -0.35,   -0.21,   0.060
"19620511",   -5.30,   -0.42,    1.13,   0.060
"19620518",    1.69,   -0.40,    0.22,   0.060
"19620525",   -6.99,   -1.39,    1.23,   0.060
"19620601",   -0.02,   -0.37,    0.07,   0.049
"19620608",   -1.73,   -0.25,    0.85,   0.049
"19620615",   -4.39,   -1.41,    1.68,   0.049
"19620622",   -5.89,    0.69,    0.68,   0.049
"19620629",    3.84,   -0.14,   -0.54,   0.049
"19620706",    2.71,   -0.43,   -0.68,   0.066
"19620713",    3.17,    2.94,   -1.83,   0.066
"19620720",   -1.79,   -0.53,    0.39,   0.066
"19620727",    0.45,   -0.25,   -0.62,   0.066
"19620803",    1.46,    0.02,   -0.70,   0.059
"19620810",   -0.87,    0.05,    0.57,   0.059
"19620817",    2.57,    0.59,   -1.65,   0.059
"19620824",    1.15,    0.32,   -0.24,   0.059
"19620831",   -0.56,    0.17,   -0.02,   0.059
"19620907",   -1.30,   -0.36,    0.80,   0.052
"19620914",    0.80,   -0.91,   -0.40,   0.052
"19620921",   -2.09,   -0.63,   -0.23,   0.052
"19620928",   -2.69,   -0.71,    1.20,   0.052
"19621005",    1.29,   -1.13,   -0.04,   0.064
"19621012",   -0.19,   -0.18,    0.13,   0.064
"19621019",   -2.61,   -1.04,    0.71,   0.064
"19621026",   -2.16,   -1.69,    1.26,   0.064
"19621102",    5.88,   -0.12,   -1.40,   0.050
"19621109",    2.11,    0.71,    1.13,   0.050
"19621116",    2.43,    0.86,    0.14,   0.050
"19621123",    2.39,   -0.49,    0.58,   0.050
"19621130",    1.40,    1.47,   -0.34,   0.050
"19621207",    1.36,   -0.69,   -1.06,   0.058
"19621214",   -0.97,   -1.32,    0.49,   0.058
"19621221",   -0.03,   -1.43,    0.27,   0.058
"19621228",    0.42,   -0.22,    0.27,   0.058
"19630104",    2.02,    2.45,    0.41,   0.063
"19630111",    1.24,    0.59,    0.33,   0.063
"19630118",    0.45,    0.35,    0.19,   0.063
"19630125",    1.04,    0.29,    0.79,   0.063
"19630201",    0.48,   -0.81,    0.98,   0.057
"19630208",   -0.05,   -0.17,    0.34,   0.057
"19630215",    0.44,    0.38,    1.10,   0.057
"19630221",   -0.67,   -0.12,    0.37,   0.057
"19630301",   -2.62,    0.02,    0.27,   0.057
"19630308",    1.77,   -0.88,    0.26,   0.057
"19630315",    0.70,   -0.96,    0.41,   0.057
"19630322",    0.36,   -0.46,    0.70,   0.057
"19630329",    0.56,    0.12,    0.37,   0.057
"19630405",    2.23,   -0.92,   -0.01,   0.063
"19630411",    0.63,   -0.13,    0.26,   0.063
"19630419",    0.78,   -0.40,    0.84,   0.063
"19630426",    0.66,    0.20,   -0.04,   0.063
"19630503",    0.44,    0.08,   -0.06,   0.061
"19630510",    0.83,    0.74,   -0.40,   0.061
"19630517",   -0.15,    0.84,    1.35,   0.061
"19630524",   -0.33,    0.28,    1.09,   0.061
"19630531",    1.03,   -0.97,    0.44,   0.061
"19630607",   -0.52,   -0.01,    0.35,   0.057
"19630614",   -0.17,    0.42,   -1.08,   0.057
"19630621",    0.03,    0.31,    0.83,   0.057
"19630628",   -1.34,   -0.98,    0.65,   0.057
"19630705",    1.14,   -0.22,   -0.43,   0.067
"19630712",   -0.65,    0.41,   -0.48,   0.067
"19630719",   -1.78,    0.01,    0.28,   0.067
"19630726",    0.07,   -0.43,   -0.19,   0.067
"19630802",    1.03,   -0.70,    0.01,   0.062
"19630809",    1.72,   -0.86,    0.27,   0.062
"19630816",    1.39,   -0.45,    1.07,   0.062
"19630823",    0.51,    0.60,   -0.28,   0.062
"19630830",    1.13,    0.12,    0.45,   0.062
"19630906",    0.41,   -0.01,    0.10,   0.068
"19630913",    0.33,   -0.18,    0.33,   0.068
"19630920",    0.01,   -0.44,    0.27,   0.068
"19630927",   -1.72,    0.13,   -0.71,   0.068
"19631004",    0.81,   -0.42,    1.25,   0.073
"19631011",   -0.77,    0.82,    0.40,   0.073
"19631018",    1.33,   -0.20,    0.01,   0.073
"19631025",    0.71,   -0.07,   -1.24,   0.073
"19631101",   -0.39,   -0.28,   -0.12,   0.068
"19631108",   -0.34,    0.00,    0.69,   0.068
"19631115",   -1.27,    1.13,   -0.23,   0.068
"19631122",   -4.00,   -1.63,   -0.12,   0.068
"19631129",    5.14,   -0.81,    1.32,   0.068
"19631206",    0.97,   -0.81,   -0.09,   0.073
"19631213",   -0.06,   -0.42,    0.18,   0.073
"19631220",   -0.03,   -1.57,    0.28,   0.073
"19631227",    0.24,    0.77,   -0.28,   0.073
"19640103",    1.41,    0.82,    0.68,   0.074
"19640110",    0.86,    0.23,    0.20,   0.074
"19640117",    0.17,   -0.10,    0.61,   0.074
"19640124",    0.64,   -0.39,    0.28,   0.074
"19640131",   -0.29,   -0.72,   -0.39,   0.074
"19640207",    0.39,   -0.12,    0.03,   0.066
"19640214",    0.54,    0.34,   -0.02,   0.066
"19640220",    0.24,   -0.23,    1.57,   0.066
"19640228",    0.36,    0.11,    1.20,   0.066
"19640306",    0.59,    0.16,    0.19,   0.078
"19640313",    0.95,   -0.65,    1.14,   0.078
"19640320",   -0.19,    0.29,    0.65,   0.078
"19640326",    0.32,    0.79,    1.52,   0.078
"19640403",    0.83,    0.42,    0.29,   0.073
"19640410",   -0.08,    1.10,   -0.05,   0.073
"19640417",    0.68,   -0.90,   -0.70,   0.073
"19640424",   -1.06,   -0.89,   -0.49,   0.073
"19640501",    0.22,   -0.93,    0.55,   0.064
"19640508",    1.09,   -0.85,    1.39,   0.064
"19640515",    0.07,    0.03,   -0.20,   0.064
"19640522",   -0.23,    0.27,   -0.06,   0.064
"19640528",   -0.30,   -0.20,    0.48,   0.064
"19640605",   -1.73,   -0.38,   -0.02,   0.076
"19640612",    0.53,    0.09,   -0.18,   0.076
"19640619",    1.59,   -0.19,    0.73,   0.076
"19640626",    0.67,    0.21,    0.48,   0.076
"19640702",    1.20,   -0.32,    0.16,   0.074
"19640710",    0.89,    0.06,    0.41,   0.074
"19640717",    0.76,   -0.08,   -0.32,   0.074
"19640724",   -0.54,    0.52,    0.07,   0.074
"19640731",   -0.40,   -0.15,    0.44,   0.074
"19640807",   -1.52,   -0.32,   -0.01,   0.071
"19640814",    0.68,    0.55,    0.10,   0.071
"19640821",   -0.33,   -0.16,   -0.14,   0.071
"19640828",   -0.08,   -0.18,    0.06,   0.071
"19640904",    0.92,    0.12,    0.45,   0.070
"19640911",    0.70,   -0.59,    0.87,   0.070
"19640918",    0.03,   -0.05,    0.51,   0.070
"19640925",    0.73,    0.16,   -0.27,   0.070
"19641002",    0.12,   -0.06,    0.03,   0.073
"19641009",    0.83,   -0.45,    0.92,   0.073
"19641016",   -0.37,    0.31,    0.32,   0.073
"19641023",    0.35,    0.28,    0.52,   0.073
"19641030",   -0.34,    0.58,   -0.80,   0.073
"19641106",    0.57,   -0.51,   -0.73,   0.072
"19641113",    0.10,    0.51,   -0.16,   0.072
"19641120",    1.21,   -0.33,   -0.86,   0.072
"19641127",   -1.02,    0.73,   -0.16,   0.072
"19641204",   -1.03,    0.00,   -0.39,   0.078
"19641211",   -0.87,   -0.30,   -0.57,   0.078
"19641218",    0.62,    0.23,   -0.57,   0.078
"19641224",   -0.21,    0.27,   -0.54,   0.078
"19641231",    0.61,   -0.24,   -0.55,   0.078
"19650108",    0.95,    1.55,    0.24,   0.071
"19650115",    1.04,    0.31,    0.34,   0.071
"19650122",    0.57,   -0.17,    0.04,   0.071
"19650129",    0.93,    0.87,   -0.50,   0.071
"19650205",   -0.02,    1.13,   -0.57,   0.074
"19650212",   -1.18,    0.72,    0.20,   0.074
"19650219",    0.25,    1.53,    0.25,   0.074
"19650226",    1.42,   -0.06,    0.19,   0.074
"19650305",   -0.52,    1.14,   -0.39,   0.090
"19650312",    0.44,    0.18,    0.22,   0.090
"19650319",   -0.49,    0.28,    0.23,   0.090
"19650326",   -0.79,    0.14,    0.82,   0.090
"19650402",    0.36,    0.23,    0.17,   0.076
"19650409",    1.11,    0.46,   -0.13,   0.076
"19650415",    0.66,    0.54,    0.15,   0.076
"19650423",    0.68,    0.23,   -0.50,   0.076
"19650430",    0.18,   -0.26,    1.05,   0.076
"19650507",    0.75,   -1.03,   -0.27,   0.078
"19650514",    0.32,    0.93,   -1.05,   0.078
"19650521",   -1.40,    0.49,    0.23,   0.078
"19650528",   -0.45,   -0.43,   -0.46,   0.078
"19650604",   -1.54,   -0.24,   -0.47,   0.088
"19650611",   -2.46,   -1.46,    0.85,   0.088
"19650618",    0.12,   -0.33,    0.12,   0.088
"19650625",   -2.82,   -1.31,   -0.01,   0.088
"19650702",    2.36,   -0.77,    0.05,   0.077
"19650709",    0.66,    0.51,   -0.18,   0.077
"19650716",    0.02,    0.49,   -0.01,   0.077
"19650723",   -1.88,   -0.28,    0.67,   0.077
"19650730",    1.34,   -0.47,    1.64,   0.077
"19650806",    1.09,    0.68,   -0.74,   0.082
"19650813",    0.94,    0.98,   -0.03,   0.082
"19650820",   -0.03,   -0.13,    0.29,   0.082
"19650827",    0.68,    0.62,   -0.34,   0.082
"19650903",    1.05,    0.65,   -0.16,   0.078
"19650910",    1.05,    0.36,   -0.86,   0.078
"19650917",    0.82,   -0.54,    0.46,   0.078
"19650924",    0.08,    0.14,    0.75,   0.078
"19651001",   -0.27,    0.59,   -0.39,   0.079
"19651008",    1.15,    1.31,    0.45,   0.079
"19651015",    0.59,    1.22,    0.59,   0.079
"19651022",    0.46,    0.47,   -0.53,   0.079
"19651029",    0.40,   -0.78,    0.84,   0.079
"19651105",    0.28,    0.52,   -0.50,   0.087
"19651112",    0.08,    1.08,   -0.31,   0.087
"19651119",   -0.18,    1.19,    0.02,   0.087
"19651126",    0.07,    1.20,    0.52,   0.087
"19651203",   -0.51,    1.34,    0.69,   0.083
"19651210",    0.65,    1.37,   -0.37,   0.083
"19651217",    0.53,    0.42,    2.41,   0.083
"19651223",   -0.22,   -1.21,    0.43,   0.083
"19651231",    0.20,    0.73,   -0.53,   0.083
"19660107",    0.73,    0.35,    1.66,   0.095
"19660114",    0.47,    1.39,    0.14,   0.095
"19660121",    0.01,    0.74,    0.35,   0.095
"19660128",   -0.06,    1.15,    1.26,   0.095
"19660204",   -0.10,   -0.46,   -0.09,   0.087
"19660211",    0.73,    1.46,    0.48,   0.087
"19660218",   -1.23,    1.46,    0.17,   0.087
"19660225",   -1.19,    1.17,   -0.17,   0.087
"19660304",   -2.05,    1.52,   -0.67,   0.096
"19660311",   -0.48,   -0.38,   -0.57,   0.096
"19660318",   -0.56,   -1.29,    0.11,   0.096
"19660325",    1.27,    1.77,   -0.85,   0.096
"19660401",    0.18,    0.10,   -0.14,   0.085
"19660407",    2.03,    0.76,    0.85,   0.085
"19660415",    0.30,    1.76,   -0.46,   0.085
"19660422",    0.24,    0.35,    0.61,   0.085
"19660429",   -1.21,    0.65,   -1.53,   0.085
"19660506",   -3.75,   -3.23,    0.34,   0.103
"19660513",   -2.78,   -1.67,   -1.31,   0.103
"19660520",   -0.20,   -1.21,   -0.66,   0.103
"19660527",    2.37,    1.26,   -0.01,   0.103
"19660603",   -1.32,    0.17,    0.01,   0.094
"19660610",    0.50,    0.44,    0.66,   0.094
"19660617",    0.20,    1.65,   -0.65,   0.094
"19660624",    0.08,    0.02,    0.77,   0.094
"19660701",   -1.31,   -0.81,    0.56,   0.088
"19660708",    2.02,   -0.09,   -0.42,   0.088
"19660715",   -0.45,    0.57,    0.03,   0.088
"19660722",   -1.89,   -0.07,    0.91,   0.088
"19660729",   -2.26,   -1.11,    0.73,   0.088
"19660805",    0.51,   -0.69,   -0.27,   0.102
"19660812",   -0.64,    0.60,   -1.32,   0.102
"19660819",   -4.32,   -0.59,    0.47,   0.102
"19660826",   -4.26,   -1.07,    1.51,   0.102
"19660902",    0.92,   -2.06,    0.35,   0.100
"19660909",   -1.51,   -0.29,    0.38,   0.100
"19660916",    4.65,   -0.48,   -1.91,   0.100
"19660923",   -2.92,    0.44,    1.23,   0.100
"19660930",   -1.48,   -0.53,    0.53,   0.100
"19661007",   -4.87,   -3.59,    2.89,   0.113
"19661014",    4.54,   -0.67,   -1.14,   0.113
"19661021",    1.97,   -1.14,   -0.76,   0.113
"19661028",    2.44,   -1.14,    1.68,   0.113
"19661104",    1.00,    0.60,   -1.58,   0.099
"19661111",    1.49,    1.33,   -1.46,   0.099
"19661118",   -0.54,    1.50,   -0.20,   0.099
"19661125",   -0.36,    0.39,   -0.65,   0.099
"19661202",   -0.62,    1.07,   -1.03,   0.100
"19661209",    2.37,   -0.11,   -1.60,   0.100
"19661216",   -0.35,    1.51,   -0.41,   0.100
"19661223",   -0.02,    0.38,    1.16,   0.100
"19661230",   -1.51,   -0.35,    0.03,   0.100
"19670106",    2.25,    2.03,    1.44,   0.108
"19670113",    2.92,    1.27,    1.27,   0.108
"19670120",    1.87,    1.35,    0.20,   0.108
"19670127",    0.34,    2.06,   -1.29,   0.108
"19670203",    1.38,    1.96,    0.58,   0.089
"19670210",    0.41,    0.66,   -0.73,   0.089
"19670217",    0.52,    0.70,   -0.41,   0.089
"19670224",   -0.30,    0.82,   -0.57,   0.089
"19670303",    0.92,    0.09,   -1.23,   0.097
"19670310",    0.84,    0.97,    0.77,   0.097
"19670317",    1.32,   -0.44,   -0.25,   0.097
"19670323",    0.64,    0.12,   -0.05,   0.097
"19670331",   -0.58,    0.71,    0.49,   0.097
"19670407",   -0.91,   -0.08,    0.59,   0.081
"19670414",    1.01,   -0.32,   -0.83,   0.081
"19670421",    2.07,    0.51,   -0.79,   0.081
"19670428",    1.67,    0.25,   -1.28,   0.081
"19670505",    0.64,    1.30,   -0.18,   0.083
"19670512",   -0.69,    0.63,    0.54,   0.083
"19670519",   -1.13,    1.28,    0.34,   0.083
"19670526",   -1.09,   -0.33,    0.03,   0.083
"19670602",   -1.39,   -0.27,   -0.19,   0.066
"19670609",    2.04,    0.56,   -0.11,   0.066
"19670616",    1.27,    1.61,   -0.17,   0.066
"19670623",   -0.38,    1.73,    0.06,   0.066
"19670630",   -1.28,    1.35,    1.11,   0.066
"19670707",    1.28,    1.53,   -0.60,   0.079
"19670714",    1.29,    0.84,    0.95,   0.079
"19670721",    1.05,   -0.91,    2.19,   0.079
"19670728",    0.58,    1.18,    0.11,   0.079
"19670804",    1.32,   -0.03,    0.16,   0.078
"19670811",   -0.72,   -0.01,    0.93,   0.078
"19670818",   -0.35,    0.16,    0.16,   0.078
"19670825",   -2.09,    0.13,    0.09,   0.078
"19670901",    1.36,    0.92,   -0.02,   0.080
"19670908",    0.64,    0.70,   -0.48,   0.080
"19670915",    1.83,   -0.11,   -0.04,   0.080
"19670922",    0.71,    1.05,   -0.65,   0.080
"19670929",   -0.27,    0.97,   -1.24,   0.080
"19671006",    0.56,    1.34,   -1.44,   0.098
"19671013",   -1.38,    0.31,    0.37,   0.098
"19671020",   -0.80,   -0.08,   -1.09,   0.098
"19671027",   -0.47,   -0.05,   -1.37,   0.098
"19671103",   -3.22,    0.54,   -0.35,   0.089
"19671110",    0.28,   -0.26,   -0.04,   0.089
"19671117",    0.67,   -1.12,   -0.21,   0.089
"19671124",    1.15,    0.32,   -1.23,   0.089
"19671201",    1.00,    1.20,    0.04,   0.083
"19671208",    0.93,    0.99,   -0.30,   0.083
"19671215",   -0.16,    1.94,   -0.36,   0.083
"19671222",    0.31,    1.25,    0.09,   0.083
"19671229",    1.40,    0.60,    0.34,   0.083
"19680105",   -0.51,    0.62,    3.19,   0.101
"19680112",    1.14,    1.98,    0.25,   0.101
"19680119",   -1.17,    2.39,    0.05,   0.101
"19680126",   -2.04,    0.06,    0.03,   0.101
"19680202",   -1.60,   -1.55,    1.76,   0.097
"19680209",   -2.83,   -2.07,    0.63,   0.097
"19680216",    0.02,   -0.01,    0.11,   0.097
"19680223",    0.89,    0.63,   -0.80,   0.097
"19680301",   -2.24,   -1.56,    0.73,   0.095
"19680308",   -0.47,   -1.20,    0.61,   0.095
"19680315",   -0.01,    0.13,   -0.46,   0.095
"19680322",   -0.88,   -0.03,    0.12,   0.095
"19680329",    2.02,    0.52,   -1.12,   0.095
"19680405",    3.40,    0.01,   -0.70,   0.107
"19680411",    3.41,    0.17,    0.02,   0.107
"19680419",   -0.28,    2.47,    0.45,   0.107
"19680426",    1.75,    2.10,   -1.00,   0.107
"19680503",    1.47,    0.52,    0.00,   0.111
"19680510",    0.26,    1.57,    0.43,   0.111
"19680517",   -1.33,    1.35,    0.94,   0.111
"19680524",    0.61,    1.92,    0.35,   0.111
"19680531",    1.64,    1.22,   -0.60,   0.111
"19680607",    2.93,    0.88,    0.03,   0.106
"19680614",   -0.27,   -0.05,   -0.17,   0.106
"19680621",   -0.59,   -0.73,    0.09,   0.106
"19680628",   -1.33,   -0.27,    0.68,   0.106
"19680703",    1.40,    0.83,   -0.34,   0.119
"19680712",    1.38,    0.50,    0.61,   0.119
"19680719",   -1.99,    0.02,    2.07,   0.119
"19680726",   -2.71,   -1.91,    2.39,   0.119
"19680802",   -1.86,   -0.56,    0.60,   0.105
"19680809",    0.61,    0.71,    0.23,   0.105
"19680816",    1.63,    0.90,   -0.18,   0.105
"19680823",    0.04,    0.85,    0.16,   0.105
"19680830",    0.12,   -0.23,    0.76,   0.105
"19680906",    2.11,   -0.17,   -0.33,   0.106
"19680913",   -0.22,    1.28,    0.13,   0.106
"19680920",    0.88,    0.24,    0.43,   0.106
"19680927",    0.81,    1.03,   -0.21,   0.106
"19681004",    1.18,    0.07,    1.21,   0.109
"19681011",   -0.51,    0.07,    0.10,   0.109
"19681018",    1.52,   -0.19,    0.09,   0.109
"19681025",   -0.52,    0.45,    1.16,   0.109
"19681101",   -1.22,   -0.82,    0.65,   0.106
"19681108",    0.98,   -0.05,   -0.63,   0.106
"19681115",    1.97,    1.18,   -0.66,   0.106
"19681122",    0.83,    0.74,    0.53,   0.106
"19681129",    1.91,    0.56,   -0.17,   0.106
"19681206",   -0.32,    1.26,   -0.43,   0.107
"19681213",   -0.16,    1.32,    0.48,   0.107
"19681220",   -1.13,    0.46,   -0.43,   0.107
"19681227",   -1.45,    0.56,    0.67,   0.107
"19690103",   -0.93,    0.12,   -0.30,   0.131
"19690110",   -3.28,   -1.59,    0.83,   0.131
"19690117",    1.05,    0.24,    0.20,   0.131
"19690124",    0.50,    1.33,   -0.16,   0.131
"19690131",    0.41,   -0.98,    0.88,   0.131
"19690207",    0.47,   -0.76,    0.57,   0.115
"19690214",   -0.07,   -0.03,   -0.71,   0.115
"19690220",   -4.20,   -1.68,    0.94,   0.115
"19690228",   -2.11,   -1.61,    0.09,   0.115
"19690307",    0.11,   -1.25,    0.75,   0.116
"19690314",   -0.77,   -0.25,    0.35,   0.116
"19690321",    1.64,    0.85,   -0.86,   0.116
"19690328",    1.69,    0.41,   -0.66,   0.116
"19690403",   -0.99,   -0.22,    0.90,   0.133
"19690411",    0.65,   -0.42,   -0.06,   0.133
"19690418",   -0.65,   -0.69,    0.53,   0.133
"19690425",    0.35,   -0.09,   -0.25,   0.133
"19690502",    2.41,    0.92,   -1.10,   0.121
"19690509",    1.12,   -0.27,   -0.09,   0.121
"19690516",    0.59,   -0.62,    0.11,   0.121
"19690523",   -1.14,    0.13,    0.51,   0.121
"19690529",   -1.05,    0.25,   -0.06,   0.121
"19690606",   -1.53,   -0.53,   -0.32,   0.128
"19690613",   -3.84,   -1.23,    0.03,   0.128
"19690620",   -2.73,   -2.66,    0.59,   0.128
"19690627",    0.26,   -1.56,   -1.24,   0.128
"19690703",    2.51,    1.15,   -1.84,   0.133
"19690711",   -4.13,   -1.19,    1.55,   0.133
"19690718",   -1.01,   -0.65,    0.48,   0.133
"19690725",   -3.54,   -1.00,    1.17,   0.133
"19690801",    1.46,   -1.07,   -0.79,   0.126
"19690808",    0.60,   -0.27,   -0.47,   0.126
"19690815",    0.16,   -0.24,   -1.48,   0.126
"19690822",    2.16,    0.71,   -1.41,   0.126
"19690829",   -0.27,   -0.08,    0.01,   0.126
"19690905",   -2.36,   -0.28,    0.68,   0.155
"19690912",    0.64,   -0.11,   -0.84,   0.155
"19690919",    1.06,    1.18,   -3.23,   0.155
"19690926",   -1.25,    0.31,    0.37,   0.155
"19691003",   -0.92,    0.08,   -0.63,   0.149
"19691010",    0.36,   -0.02,   -1.44,   0.149
"19691017",    3.20,    2.31,   -0.66,   0.149
"19691024",    2.05,    0.95,   -0.79,   0.149
"19691031",   -0.82,    0.51,    0.25,   0.149
"19691107",    1.26,   -0.57,   -0.86,   0.129
"19691114",   -1.49,   -0.58,    0.64,   0.129
"19691121",   -3.20,   -1.68,    1.31,   0.129
"19691128",   -0.36,    0.27,   -2.37,   0.129
"19691205",   -2.64,   -1.52,   -0.54,   0.160
"19691212",   -1.18,   -1.09,   -1.50,   0.160
"19691219",    0.54,   -0.74,   -1.09,   0.160
"19691226",    0.40,   -0.35,    0.47,   0.160
"19700102",    1.34,    1.32,    0.54,   0.151
"19700109",   -0.58,    1.51,    0.58,   0.151
"19700116",   -1.86,   -0.58,   -0.74,   0.151
"19700123",   -2.03,    0.78,    1.13,   0.151
"19700130",   -4.92,    0.05,    1.24,   0.151
"19700206",    1.53,   -1.16,    0.01,   0.154
"19700213",    0.38,    0.40,   -0.06,   0.154
"19700220",    1.52,   -1.35,    1.97,   0.154
"19700227",    1.62,   -0.07,    1.75,   0.154
"19700306",   -0.27,   -0.03,    2.55,   0.142
"19700313",   -2.22,   -0.87,    2.02,   0.142
"19700320",   -1.31,   -1.17,    1.04,   0.142
