"DATE","IC4WSA"
"2015-09-05",274250
"2015-09-12",270500
"2015-09-19",269000
"2015-09-26",267250
"2015-10-03",266500
"2015-10-10",266750
"2015-10-17",266000
"2015-10-24",264000
"2015-10-31",266000
"2015-11-07",268750
"2015-11-14",271500
"2015-11-21",271000
"2015-11-28",269000
"2015-12-05",270500
"2015-12-12",269000
"2015-12-19",268750
"2015-12-26",271500
"2016-01-02",270000
"2016-01-09",272250
"2016-01-16",280000
"2016-01-23",277500
"2016-01-30",281750
"2016-02-06",279250
"2016-02-13",273500
"2016-02-20",274750
"2016-02-27",269750
"2016-03-05",268000
"2016-03-12",267000
"2016-03-19",265750
"2016-03-26",266500
"2016-04-02",270250
"2016-04-09",269500
"2016-04-16",267000
"2016-04-23",263000
"2016-04-30",264000
"2016-05-07",270750
"2016-05-14",276750
"2016-05-21",279500
"2016-05-28",275750
"2016-06-04",270500
"2016-06-11",268500
"2016-06-18",267000
"2016-06-25",267000
"2016-07-02",264750
"2016-07-09",259750
"2016-07-16",259000
"2016-07-23",258250
"2016-07-30",260500
"2016-08-06",263000
"2016-08-13",263750
"2016-08-20",263750
"2016-08-27",262000
"2016-09-03",259500
"2016-09-10",255750
"2016-09-17",252500
"2016-09-24",248750
"2016-10-01",246750
"2016-10-08",246500
"2016-10-15",250000
"2016-10-22",252500
"2016-10-29",257250
"2016-11-05",257750
"2016-11-12",250750
"2016-11-19",249000
"2016-11-26",248500
"2016-12-03",249250
"2016-12-10",253750
"2016-12-17",257500
"2016-12-24",255500
"2016-12-31",252000
"2017-01-07",248250
"2017-01-14",244250
"2017-01-21",243500
"2017-01-28",247500
"2017-02-04",247250
"2017-02-11",248250
"2017-02-18",247000
"2017-02-25",242250
"2017-03-04",245750
"2017-03-11",244750
"2017-03-18",248000
"2017-03-25",252500
"2017-04-01",250000
"2017-04-08",247250
"2017-04-15",244250
"2017-04-22",244000
"2017-04-29",244250
"2017-05-06",244500
"2017-05-13",242250
"2017-05-20",238500
"2017-05-27",241250
"2017-06-03",243500
"2017-06-10",244000
"2017-06-17",245750
"2017-06-24",243250
"2017-07-01",244500
"2017-07-08",245500
"2017-07-15",244250
"2017-07-22",244000
"2017-07-29",242000
"2017-08-05",241500
"2017-08-12",240750
"2017-08-19",239500
"2017-08-26",238250
"2017-09-02",251000
"2017-09-09",258750
"2017-09-16",263250
"2017-09-23",268250
"2017-09-30",258500
"2017-10-07",252000
"2017-10-14",245750
"2017-10-21",239750
"2017-10-28",234750
"2017-11-04",233750
"2017-11-11",238750
"2017-11-18",240000
"2017-11-25",241250
"2017-12-02",240750
"2017-12-09",235500
"2017-12-16",236250
"2017-12-23",237000
"2017-12-30",240250
"2018-01-06",244750
"2018-01-13",240750
"2018-01-20",237500
"2018-01-27",234000
"2018-02-03",228000
"2018-02-10",230000
"2018-02-17",227250
"2018-02-24",223000
"2018-03-03",224750
"2018-03-10",222750
"2018-03-17",225000
"2018-03-24",225250
"2018-03-31",228250
